Date,TotalSales,InvoiceCount,ItemCount,AOV,Forecast,Best,Worst
2010-12-27,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2010-12-28,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2010-12-29,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2010-12-30,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2010-12-31,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-01-02,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-01-03,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-01-04,15478.52,35.0,8346.0,442.2434285714286,15478.52,34348.65151751508,0.0
2011-01-05,31243.29,53.0,19036.0,589.4960377358491,31243.29,50113.421517515075,12373.158482484923
2011-01-06,32429.45,46.0,17883.0,704.9880434782609,32429.45,51299.58151751508,13559.318482484923
2011-01-07,22656.7,46.0,13276.0,492.53695652173917,22656.7,41526.83151751508,3786.568482484923
2011-01-08,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-01-09,14306.04,44.0,7398.0,325.1372727272728,14306.04,33176.171517515075,0.0
2011-01-10,20471.39,33.0,10759.0,620.3451515151515,20471.39,39341.52151751508,1601.2584824849218
2011-01-11,61971.89,50.0,25652.0,1239.4378,61971.89,80842.02151751508,43101.75848248492
2011-01-12,21828.84,39.0,9109.0,559.7138461538461,21828.84,40698.97151751508,2958.7084824849226
2011-01-13,18262.53,42.0,9326.0,434.8221428571428,18262.53,37132.66151751508,0.0
2011-01-14,17911.67,38.0,7361.0,471.35973684210524,17911.67,36781.80151751508,0.0
2011-01-15,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-01-16,7242.06,25.0,4204.0,289.68240000000003,7242.06,26112.19151751508,0.0
2011-01-17,26239.46,46.0,12054.0,570.4230434782609,26239.46,45109.59151751507,7369.328482484922
2011-01-18,92427.28000000001,37.0,81068.0,2498.034594594595,92427.28000000001,111297.4115175151,73557.14848248493
2011-01-19,13440.73,28.0,8078.0,480.0260714285714,13440.73,32310.861517515077,0.0
2011-01-20,16354.84,34.0,8046.0,481.0247058823529,16354.84,35224.97151751508,0.0
2011-01-21,23577.42,36.0,9266.0,654.9283333333333,23577.42,42447.55151751508,4707.288482484921
2011-01-22,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-01-23,9885.75,26.0,5115.0,380.22115384615387,9885.75,28755.881517515078,0.0
2011-01-24,17637.92,45.0,8944.0,391.95377777777776,17637.92,36508.05151751508,0.0
2011-01-25,24020.68,60.0,12667.0,400.3446666666667,24020.68,42890.811517515074,5150.548482484923
2011-01-26,16331.8,50.0,8806.0,326.63599999999997,16331.8,35201.93151751508,0.0
2011-01-27,18313.49,45.0,9461.0,406.9664444444445,18313.49,37183.62151751508,0.0
2011-01-28,15060.78,34.0,6024.0,442.96411764705886,15060.78,33930.91151751508,0.0
2011-01-29,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-01-30,6615.75,24.0,3431.0,275.65625,6615.75,25485.881517515078,0.0
2011-01-31,17581.7,55.0,10407.0,319.66727272727275,17581.7,36451.83151751508,0.0
2011-02-01,26034.69,56.0,14357.0,464.90517857142856,26034.69,44904.821517515076,7164.558482484921
2011-02-02,19996.05,57.0,8979.0,350.8078947368421,19996.05,38866.18151751508,1125.9184824849217
2011-02-03,20148.58,40.0,14788.0,503.71450000000004,20148.58,39018.71151751508,1278.4484824849242
2011-02-04,22619.76,46.0,11667.0,491.73391304347825,22619.76,41489.891517515076,3749.628482484921
2011-02-05,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-02-06,3457.11,11.0,2048.0,314.2827272727273,3457.11,22327.241517515078,0.0
2011-02-07,23701.1,37.0,8570.0,640.5702702702703,23701.1,42571.23151751507,4830.968482484921
2011-02-08,19174.93,42.0,8588.0,456.5459523809524,19174.93,38045.061517515074,304.7984824849227
2011-02-09,9487.01,24.0,3444.0,395.2920833333333,9487.01,28357.141517515076,0.0
2011-02-10,14222.95,38.0,11211.0,374.28815789473686,14222.95,33093.08151751508,0.0
2011-02-11,20285.64,43.0,9623.0,471.7590697674419,20285.64,39155.77151751508,1415.5084824849218
2011-02-12,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-02-13,5713.63,20.0,2756.0,285.6815,5713.63,24583.76151751508,0.0
2011-02-14,21444.91,36.0,10919.0,595.6919444444444,21444.91,40315.04151751508,2574.7784824849223
2011-02-15,19450.01,53.0,10875.0,366.98132075471693,19450.01,38320.141517515076,579.8784824849208
2011-02-16,20870.72,58.0,13249.0,359.84000000000003,20870.72,39740.85151751508,2000.5884824849236
2011-02-17,24166.77,61.0,13336.0,396.17655737704916,24166.77,43036.90151751508,5296.638482484923
2011-02-18,14663.05,34.0,8133.0,431.2661764705882,14663.05,33533.18151751508,0.0
2011-02-19,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-02-20,9624.69,26.0,5353.0,370.18038461538464,9624.69,28494.821517515076,0.0
2011-02-21,13125.74,26.0,6962.0,504.8361538461538,13125.74,31995.87151751508,0.0
2011-02-22,29286.65,51.0,18962.0,574.2480392156863,29286.65,48156.781517515075,10416.518482484924
2011-02-23,24583.34,59.0,12536.0,416.66677966101696,24583.34,43453.47151751508,5713.208482484923
2011-02-24,21118.44,52.0,11115.0,406.1238461538461,21118.44,39988.571517515076,2248.308482484921
2011-02-25,18926.09,45.0,9703.0,420.5797777777778,18926.09,37796.22151751508,55.95848248492257
2011-02-26,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-02-27,9003.35,31.0,4582.0,290.43064516129033,9003.35,27873.48151751508,0.0
2011-02-28,18922.74,49.0,8513.0,386.1783673469388,18922.74,37792.87151751508,52.608482484924025
2011-03-01,15392.06,52.0,8185.0,296.00115384615384,15392.06,34262.19151751508,0.0
2011-03-02,17846.65,41.0,8152.0,435.28414634146344,17846.65,36716.781517515075,0.0
2011-03-03,17802.68,42.0,8798.0,423.87333333333333,17802.68,36672.811517515074,0.0
2011-03-04,16663.77,41.0,11817.0,406.43341463414635,16663.77,35533.90151751508,0.0
2011-03-05,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-03-06,10005.37,27.0,5049.0,370.5692592592593,10005.37,28875.501517515077,0.0
2011-03-07,31522.94,64.0,13660.0,492.5459375,31522.94,50393.071517515076,12652.808482484921
2011-03-08,22626.8,44.0,13021.0,514.2454545454545,22626.8,41496.93151751508,3756.6684824849217
2011-03-09,19367.5,49.0,10293.0,395.2551020408163,19367.5,38237.63151751508,497.3684824849224
2011-03-10,17793.28,50.0,10318.0,355.8656,17793.28,36663.41151751508,0.0
2011-03-11,20400.57,49.0,9577.0,416.3381632653061,20400.57,39270.701517515074,1530.4384824849221
2011-03-12,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-03-13,3804.83,15.0,2564.0,253.65533333333332,3804.83,22674.961517515076,0.0
2011-03-14,18699.08,42.0,10155.0,445.2161904761905,18699.08,37569.21151751508,0.0
2011-03-15,16636.81,46.0,7306.0,361.6697826086957,16636.81,35506.94151751508,0.0
2011-03-16,20165.91,47.0,12332.0,429.06191489361703,20165.91,39036.04151751508,1295.7784824849223
2011-03-17,33042.96,56.0,18440.0,590.0528571428571,33042.96,51913.09151751507,14172.828482484922
2011-03-18,25037.15,58.0,12465.0,431.675,25037.15,43907.281517515075,6167.018482484924
2011-03-19,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-03-20,20640.24,54.0,13307.0,382.2266666666667,20640.24,39510.37151751508,1770.108482484924
2011-03-21,16162.3,50.0,10082.0,323.246,16162.3,35032.43151751508,0.0
2011-03-22,28189.59,46.0,14821.0,612.8171739130435,28189.59,47059.72151751508,9319.458482484923
2011-03-23,19796.16,55.0,11418.0,359.93018181818184,19796.16,38666.29151751508,926.0284824849223
2011-03-24,33792.19,61.0,17073.0,553.9703278688525,33792.19,52662.32151751508,14922.058482484925
2011-03-25,24952.15,47.0,10757.0,530.8968085106384,24952.15,43822.281517515075,6082.018482484924
2011-03-26,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-03-27,9077.3,31.0,4469.0,292.81612903225806,9077.3,27947.431517515077,0.0
2011-03-28,18868.34,52.0,8889.0,362.85269230769234,18868.34,37738.47151751508,0.0
2011-03-29,51941.27,59.0,20283.0,880.3605084745762,51941.27,70811.40151751507,33071.13848248492
2011-03-30,28160.97,71.0,18536.0,396.63338028169017,28160.97,47031.10151751508,9290.838482484924
2011-03-31,27841.41,59.0,13225.0,471.88830508474575,27841.41,46711.54151751508,8971.278482484922
2011-04-01,23060.89,69.0,17307.0,334.21579710144925,23060.89,41931.02151751508,4190.758482484922
2011-04-02,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-04-03,6943.15,20.0,5679.0,347.15749999999997,6943.15,25813.281517515075,0.0
2011-04-04,23321.44,51.0,12081.0,457.28313725490193,23321.44,42191.571517515076,4451.308482484921
2011-04-05,19933.31,45.0,10947.0,442.9624444444445,19933.31,38803.44151751508,1063.1784824849237
2011-04-06,16406.37,39.0,8515.0,420.6761538461538,16406.37,35276.50151751508,0.0
2011-04-07,15773.18,57.0,8502.0,276.72245614035086,15773.18,34643.311517515074,0.0
2011-04-08,22110.83,66.0,11313.0,335.0125757575758,22110.83,40980.96151751508,3240.698482484924
2011-04-09,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-04-10,9437.49,31.0,5442.0,304.4351612903226,9437.49,28307.62151751508,0.0
2011-04-11,19781.65,57.0,11911.0,347.0464912280702,19781.65,38651.781517515075,911.5184824849239
2011-04-12,23680.09,60.0,14420.0,394.66816666666665,23680.09,42550.22151751508,4809.958482484923
2011-04-13,22985.13,58.0,18091.0,396.29534482758623,22985.13,41855.26151751508,4114.998482484923
2011-04-14,31325.31,78.0,17186.0,401.6065384615385,31325.31,50195.44151751508,12455.178482484924
2011-04-15,26037.061,51.0,11835.0,510.53060784313726,26037.061,44907.19251751508,7166.929482484924
2011-04-16,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-04-17,11648.54,39.0,7630.0,298.68051282051283,11648.54,30518.67151751508,0.0
2011-04-18,52584.65,66.0,23207.0,796.7371212121212,52584.65,71454.78151751508,33714.51848248493
2011-04-19,20717.49,53.0,12400.0,390.89603773584906,20717.49,39587.62151751508,1847.358482484924
2011-04-20,27532.67,60.0,17844.0,458.8778333333333,27532.67,46402.80151751508,8662.53848248492
2011-04-21,28795.39,70.0,16528.0,411.3627142857143,28795.39,47665.52151751508,9925.258482484922
2011-04-22,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-04-23,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-04-24,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-04-25,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-04-26,30014.71,67.0,15726.0,447.98074626865673,30014.71,48884.84151751507,11144.578482484922
2011-04-27,24046.74,62.0,17509.0,387.85064516129034,24046.74,42916.87151751508,5176.608482484924
2011-04-28,20381.670000000002,54.0,12206.0,377.4383333333334,20381.670000000002,39251.80151751508,1511.5384824849243
2011-04-29,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-04-30,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-05-01,5879.33,17.0,3172.0,345.84294117647056,5879.33,24749.461517515076,0.0
2011-05-02,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-05-03,32241.86,58.0,10888.0,555.8941379310345,32241.86,51111.99151751508,13371.728482484923
2011-05-04,24807.06,59.0,15628.0,420.4586440677966,24807.06,43677.19151751508,5936.928482484924
2011-05-05,25437.97,82.0,15158.0,310.21914634146344,25437.97,44308.10151751508,6567.838482484924
2011-05-06,30941.56,77.0,17717.0,401.83844155844156,30941.56,49811.69151751508,12071.428482484924
2011-05-07,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-05-08,16912.44,61.0,9477.0,277.25311475409836,16912.44,35782.571517515076,0.0
2011-05-09,25903.0,66.0,12126.0,392.469696969697,25903.0,44773.13151751508,7032.868482484922
2011-05-10,44389.8,88.0,17532.0,504.42954545454546,44389.8,63259.931517515084,25519.668482484925
2011-05-11,28944.92,73.0,16467.0,396.5057534246575,28944.92,47815.05151751508,10074.78848248492
2011-05-12,28587.44,71.0,15263.0,402.64,28587.44,47457.571517515076,9717.308482484921
2011-05-13,25550.63,66.0,12412.0,387.13075757575757,25550.63,44420.76151751508,6680.498482484923
2011-05-14,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-05-15,9169.1,29.0,4618.0,316.17586206896556,9169.1,28039.23151751508,0.0
2011-05-16,34279.3,61.0,13462.0,561.9557377049181,34279.3,53149.431517515084,15409.168482484925
2011-05-17,39866.79,76.0,16936.0,524.5630263157894,39866.79,58736.921517515075,20996.658482484923
2011-05-18,31351.55,67.0,17640.0,467.9335820895522,31351.55,50221.68151751508,12481.418482484922
2011-05-19,30193.49,86.0,15523.0,351.0870930232558,30193.49,49063.62151751508,11323.358482484924
2011-05-20,24158.37,67.0,14271.0,360.57268656716417,24158.37,43028.50151751508,5288.238482484921
2011-05-21,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-05-22,21616.57,57.0,11483.0,379.23807017543857,21616.57,40486.701517515074,2746.438482484922
2011-05-23,27122.07,54.0,16218.0,502.2605555555555,27122.07,45992.201517515074,8251.938482484922
2011-05-24,36973.45,66.0,15606.0,560.2037878787878,36973.45,55843.58151751508,18103.31848248492
2011-05-25,20367.73,59.0,10967.0,345.2157627118644,20367.73,39237.86151751508,1497.598482484922
2011-05-26,22315.68,52.0,10215.0,429.1476923076923,22315.68,41185.811517515074,3445.5484824849227
2011-05-27,26595.78,61.0,15070.0,435.99639344262295,26595.78,45465.91151751508,7725.648482484921
2011-05-28,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-05-29,6811.57,23.0,3866.0,296.15521739130435,6811.57,25681.701517515077,0.0
2011-05-30,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-05-31,18896.9,47.0,10058.0,402.0617021276596,18896.9,37767.031517515075,26.76848248492388
2011-06-01,14415.78,38.0,7502.0,379.3626315789474,14415.78,33285.91151751508,0.0
2011-06-02,30712.38,49.0,13470.0,626.7832653061224,30712.38,49582.51151751508,11842.248482484923
2011-06-03,15026.63,39.0,6871.0,385.2982051282051,15026.63,33896.76151751508,0.0
2011-06-04,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-06-05,19511.23,59.0,10412.0,330.69881355932205,19511.23,38381.36151751508,641.098482484922
2011-06-06,15116.13,51.0,8158.0,296.3947058823529,15116.13,33986.26151751508,0.0
2011-06-07,36693.55,74.0,18106.0,495.85878378378385,36693.55,55563.681517515084,17823.418482484925
2011-06-08,36617.69,89.0,16660.0,411.4347191011236,36617.69,55487.82151751508,17747.558482484925
2011-06-09,40405.68,72.0,25019.0,561.19,40405.68,59275.811517515074,21535.548482484923
2011-06-10,54919.96,47.0,7271.0,1168.5097872340425,54919.96,73790.09151751507,36049.828482484925
2011-06-11,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-06-12,11573.68,37.0,8430.0,312.8021621621622,11573.68,30443.811517515078,0.0
2011-06-13,16678.63,52.0,8662.0,320.74288461538464,16678.63,35548.76151751508,0.0
2011-06-14,40474.01,57.0,14624.0,710.070350877193,40474.01,59344.141517515076,21603.878482484924
2011-06-15,18842.18,49.0,10971.0,384.5342857142857,18842.18,37712.311517515074,0.0
2011-06-16,30921.56,77.0,18783.0,401.57870129870133,30921.56,49791.69151751508,12051.428482484924
2011-06-17,16038.41,47.0,9453.0,341.2427659574468,16038.41,34908.54151751508,0.0
2011-06-18,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-06-19,15765.39,54.0,9876.0,291.95166666666665,15765.39,34635.52151751508,0.0
2011-06-20,25727.59,64.0,11936.0,401.99359375,25727.59,44597.72151751508,6857.458482484923
2011-06-21,21443.99,50.0,12588.0,428.87980000000005,21443.99,40314.12151751508,2573.858482484924
2011-06-22,16523.51,51.0,11563.0,323.9903921568627,16523.51,35393.641517515076,0.0
2011-06-23,22918.09,65.0,13424.0,352.586,22918.09,41788.22151751508,4047.9584824849226
2011-06-24,16199.51,44.0,8447.0,368.17068181818183,16199.51,35069.641517515076,0.0
2011-06-25,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-06-26,6276.01,23.0,3314.0,272.87,6276.01,25146.141517515076,0.0
2011-06-27,15998.2,42.0,9398.0,380.9095238095238,15998.2,34868.33151751508,0.0
2011-06-28,21444.58,51.0,10733.0,420.48196078431374,21444.58,40314.71151751508,2574.448482484924
2011-06-29,18349.329999999998,39.0,9505.0,470.49564102564096,18349.329999999998,37219.461517515076,0.0
2011-06-30,40916.97,63.0,19925.0,649.4757142857143,40916.97,59787.10151751508,22046.838482484924
2011-07-01,10996.82,42.0,6287.0,261.8290476190476,10996.82,29866.951517515077,0.0
2011-07-02,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-07-03,6032.39,25.0,3117.0,241.2956,6032.39,24902.521517515077,0.0
2011-07-04,37443.23,44.0,12545.0,850.9825000000001,37443.23,56313.36151751508,18573.098482484926
2011-07-05,39258.04,70.0,21525.0,560.8291428571429,39258.04,58128.171517515075,20387.908482484923
2011-07-06,21556.26,65.0,14648.0,331.6347692307692,21556.26,40426.391517515076,2686.128482484921
2011-07-07,30453.72,70.0,18197.0,435.05314285714286,30453.72,49323.85151751508,11583.588482484924
2011-07-08,23633.35,58.0,10754.0,407.4715517241379,23633.35,42503.48151751507,4763.218482484921
2011-07-09,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-07-10,5993.87,24.0,4255.0,249.74458333333334,5993.87,24864.001517515077,0.0
2011-07-11,20042.16,47.0,13424.0,426.42893617021275,20042.16,38912.29151751508,1172.0284824849223
2011-07-12,23994.88,45.0,12673.0,533.2195555555555,23994.88,42865.01151751508,5124.748482484923
2011-07-13,16911.41,51.0,10067.0,331.5962745098039,16911.41,35781.54151751508,0.0
2011-07-14,25941.5,63.0,13444.0,411.76984126984127,25941.5,44811.63151751508,7071.368482484922
2011-07-15,12500.28,38.0,6773.0,328.95473684210526,12500.28,31370.41151751508,0.0
2011-07-16,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-07-17,16463.27,48.0,10677.0,342.9847916666667,16463.27,35333.40151751508,0.0
2011-07-18,31938.68,60.0,10675.0,532.3113333333333,31938.68,50808.811517515074,13068.548482484923
2011-07-19,32755.12,54.0,20022.0,606.5762962962963,32755.12,51625.25151751508,13884.988482484921
2011-07-20,31197.08,53.0,16748.0,588.6241509433962,31197.08,50067.21151751508,12326.948482484924
2011-07-21,28897.82,70.0,18173.0,412.826,28897.82,47767.951517515074,10027.688482484922
2011-07-22,18466.77,41.0,9266.0,450.4090243902439,18466.77,37336.90151751508,0.0
2011-07-23,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-07-24,25394.97,54.0,16628.0,470.27722222222224,25394.97,44265.10151751508,6524.838482484924
2011-07-25,23165.34,54.0,14057.0,428.9877777777778,23165.34,42035.47151751508,4295.208482484923
2011-07-26,20387.851,49.0,13227.0,416.0785918367347,20387.851,39257.982517515076,1517.7194824849212
2011-07-27,19297.76,42.0,10030.0,459.4704761904762,19297.76,38167.891517515076,427.6284824849208
2011-07-28,48220.69,71.0,25544.0,679.164647887324,48220.69,67090.82151751508,29350.558482484925
2011-07-29,17383.56,62.0,10824.0,280.38,17383.56,36253.69151751508,0.0
2011-07-30,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-07-31,13668.02,37.0,10830.0,369.405945945946,13668.02,32538.151517515078,0.0
2011-08-01,19540.18,38.0,10898.0,514.2152631578947,19540.18,38410.311517515074,670.0484824849227
2011-08-02,19988.05,37.0,11870.0,540.2175675675676,19988.05,38858.18151751508,1117.9184824849217
2011-08-03,26414.0,61.0,15498.0,433.0163934426229,26414.0,45284.13151751508,7543.868482484922
2011-08-04,57149.55,72.0,36526.0,793.7437500000001,57149.55,76019.68151751508,38279.41848248492
2011-08-05,17109.25,49.0,10576.0,349.1683673469388,17109.25,35979.38151751508,0.0
2011-08-06,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-08-07,7471.51,29.0,5126.0,257.63827586206895,7471.51,26341.641517515076,0.0
2011-08-08,20900.56,35.0,11837.0,597.1588571428572,20900.56,39770.69151751508,2030.4284824849237
2011-08-09,15077.75,39.0,8044.0,386.60897435897436,15077.75,33947.88151751508,0.0
2011-08-10,25306.08,43.0,12846.0,588.5134883720931,25306.08,44176.21151751508,6435.948482484924
2011-08-11,50536.34,64.0,22612.0,789.6303125,50536.34,69406.47151751508,31666.20848248492
2011-08-12,26740.12,44.0,8644.0,607.73,26740.12,45610.25151751508,7869.988482484921
2011-08-13,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-08-14,5671.92,24.0,3177.0,236.33,5671.92,24542.05151751508,0.0
2011-08-15,13110.46,43.0,7203.0,304.89441860465115,13110.46,31980.591517515077,0.0
2011-08-16,18738.22,49.0,11021.0,382.4126530612245,18738.22,37608.35151751508,0.0
2011-08-17,49742.020000000004,47.0,23930.0,1058.3408510638299,49742.020000000004,68612.15151751509,30871.888482484926
2011-08-18,26456.04,64.0,18364.0,413.375625,26456.04,45326.171517515075,7585.908482484923
2011-08-19,12872.03,47.0,8004.0,273.8729787234043,12872.03,31742.16151751508,0.0
2011-08-20,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-08-21,11819.11,33.0,6761.0,358.1548484848485,11819.11,30689.241517515078,0.0
2011-08-22,26637.56,59.0,14229.0,451.4840677966102,26637.56,45507.69151751508,7767.428482484924
2011-08-23,17798.16,52.0,11560.0,342.27230769230766,17798.16,36668.29151751508,0.0
2011-08-24,46387.68,66.0,27605.0,702.8436363636364,46387.68,65257.811517515074,27517.548482484923
2011-08-25,19570.39,63.0,10852.0,310.6411111111111,19570.39,38440.52151751508,700.2584824849218
2011-08-26,14799.61,39.0,10076.0,379.4771794871795,14799.61,33669.74151751508,0.0
2011-08-27,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-08-28,9558.54,36.0,5974.0,265.51500000000004,9558.54,28428.67151751508,0.0
2011-08-29,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-08-30,31336.56,39.0,10062.0,803.5015384615385,31336.56,50206.69151751508,12466.428482484924
2011-08-31,17315.79,38.0,9463.0,455.67868421052634,17315.79,36185.921517515075,0.0
2011-09-01,29063.32,70.0,22141.0,415.1902857142857,29063.32,47933.451517515074,10193.188482484922
2011-09-02,38378.57,64.0,16535.0,599.66515625,38378.57,57248.701517515074,19508.438482484922
2011-09-03,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-09-04,13208.02,43.0,7574.0,307.1632558139535,13208.02,32078.151517515078,0.0
2011-09-05,25903.98,59.0,16499.0,439.05050847457625,25903.98,44774.11151751508,7033.848482484922
2011-09-06,22913.28,57.0,13124.0,401.9873684210526,22913.28,41783.41151751508,4043.1484824849213
2011-09-07,28108.48,45.0,12876.0,624.6328888888888,28108.48,46978.61151751508,9238.348482484922
2011-09-08,19983.2,66.0,13734.0,302.7757575757576,19983.2,38853.33151751508,1113.0684824849232
2011-09-09,23694.72,55.0,13690.0,430.81309090909093,23694.72,42564.85151751508,4824.588482484924
2011-09-10,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-09-11,33745.4,71.0,20051.0,475.287323943662,33745.4,52615.531517515075,14875.268482484924
2011-09-12,29738.33,68.0,16939.0,437.3283823529412,29738.33,48608.46151751508,10868.198482484924
2011-09-13,42108.13,62.0,27166.0,679.1633870967742,42108.13,60978.26151751507,23237.99848248492
2011-09-14,21247.54,63.0,12234.0,337.2625396825397,21247.54,40117.671517515075,2377.4084824849233
2011-09-15,74116.72,76.0,27585.0,975.22,74116.72,92986.85151751508,55246.58848248492
2011-09-16,25947.33,46.0,14252.0,564.0723913043479,25947.33,44817.46151751508,7077.198482484924
2011-09-17,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
2011-09-18,15745.73,27.0,8994.0,583.1751851851851,15745.73,34615.86151751508,0.0
2011-09-19,19152.35,54.0,12306.0,354.67314814814813,19152.35,38022.48151751507,282.21848248492097
2011-09-20,106651.45,64.0,42208.0,1666.42890625,106651.45,125521.58151751508,87781.31848248492
2011-09-21,40676.14,64.0,18544.0,635.5646875,40676.14,59546.27151751508,21806.008482484922
2011-09-22,48181.12,95.0,26801.0,507.1696842105263,48181.12,67051.25151751508,29310.988482484925
2011-09-23,32701.13,55.0,17164.0,594.566,32701.13,51571.26151751508,13830.998482484923
2011-09-24,0.0,0.0,0.0,0.0,0.0,18870.131517515078,0.0
